name,id,lat,lon,capacity,number
"Upper Bank Street, Canary Wharf",570,51.503083,-0.017676,36,204.0
"Westfield Southern Terrace ,Shepherd's Bush",571,51.506256,-0.218337,29,30.0
"Greenland Road, Camden Town",572,51.539099,-0.141728,36,62.0
"Limerston Street, West Chelsea",573,51.485587,-0.18119,18,80.0
"Eagle Wharf Road, Hoxton",574,51.53356,-0.09315,45,71.0
"Alpha Grove, Millwall",576,51.497304,-0.022793,22,37.0
"Globe Town Market, Bethnal Green",577,51.528869,-0.047548,20,47.0
"Hollybush Gardens, Bethnal Green",578,51.527607,-0.057133,32,20.0
"Queen Street 2, Bank",579,51.511246,-0.093051,36,61.0
"Doddington Grove, Kennington",580,51.48692917,-0.102996299,36,81.0
"New Cavendish Street, Marylebone",581,51.519167,-0.147983,18,31.0
"Abingdon Green, Westminster",583,51.49764,-0.12597218,20,30.0
"Ilchester Gardens, Bayswater",584,51.51244,-0.19096,21,58.0
"Mudchute DLR, Cubitt Town",586,51.490645,-0.014582,31,31.0
"Monument Street, Monument",587,51.50964,-0.08497,22,37.0
"Hoxton Street, Hoxton",588,51.52959,-0.0801,27,24.0
"Drayton Gardens, West Chelsea",589,51.487196,-0.179369,18,36.0
"Greenberry Street, St.John's Wood",590,51.53256,-0.16862,26,20.0
"Bishop's Bridge Road East, Bayswater",592,51.5171,-0.18377,20,16.0
"Northdown Street, King's Cross",593,51.531066,-0.11934,21,7.0
"Kingsway Southbound, Strand",594,51.513875,-0.117774,33,26.0
"Hammersmith Road, Hammersmith",595,51.493267,-0.21985,22,41.0
"Parson's Green , Parson's Green",596,51.472817,-0.199783,21,49.0
"Fulham Park Road, Fulham",597,51.473471,-0.20782,27,28.0
"Southerton Road, Hammersmith",598,51.494499,-0.228188,38,58.0
"Manbre Road, Hammersmith",599,51.485743,-0.223616,28,26.0
"South Lambeth Road, Vauxhall",600,51.481747,-0.124642,21,54.0
"BBC White City, White City",601,51.514767,-0.225787,36,27.0
"Union Grove, Wandsworth Road",602,51.472993,-0.133972,45,38.0
"Caldwell Street, Stockwell",603,51.477839,-0.116493,44,39.0
"St Martins Close, Camden Town",604,51.538792,-0.138535,18,14.0
"Seymour Place, Marylebone",605,51.520331,-0.163667,29,26.0
"Addison Road, Holland Park",606,51.504199,-0.210941,26,21.0
"Putney Bridge Station, Fulham",607,51.468814,-0.210279,21,27.0
"Colet Gardens, Hammersmith",608,51.491093,-0.216493,30,10.0
"Sugden Road, Clapham",609,51.46512358,-0.157788279,19,17.0
"Danvers Street, West Chelsea",610,51.48256792,-0.172078187,21,27.0
"Princedale Road , Holland Park",611,51.50646524,-0.208486599,20,18.0
"Wandsworth Rd, Isley Court, Wandsworth Road",612,51.46925984,-0.141812513,30,36.0
"Woodstock Grove, Shepherd's Bush",613,51.50403821,-0.217400093,24,59.0
"London Fields, Hackney Central",614,51.54119,-0.058826101,21,91.0
"Finlay Street, Fulham",615,51.4768851,-0.215895601,24,34.0
"Aintree Street, Fulham",616,51.48102131,-0.209973497,24,34.0
"Elysium Place, Fulham",617,51.47107905,-0.207842908,21,14.0
"Eel Brook Common, Walham Green",618,51.47625965,-0.193254007,24,37.0
"Irene Road, Parsons Green",619,51.4737636,-0.197010096,43,25.0
"Surrey Lane, Battersea",620,51.47518024,-0.167160736,28,39.0
"Wandsworth Town Station, Wandsworth",621,51.46086446,-0.187427294,33,37.0
"Lansdowne Road, Ladbroke Grove",622,51.50748124,-0.205535908,29,39.0
"Nantes Close, Wandsworth",623,51.46193072,-0.180791784,22,12.0
"Courland Grove, Wandsworth Road",624,51.4729184,-0.132102704,40,73.0
"Queen's Circus, Battersea Park",625,51.47761941,-0.149551631,28,218.0
"Normand Park, West Kensington",626,51.48438657,-0.20481514,24,58.0
"Holden Street, Battersea",627,51.4687905,-0.158230901,20,22.0
"William Morris Way, Sands End",628,51.46881971,-0.184318843,26,24.0
"Morie Street, Wandsworth",629,51.45995384,-0.190184054,28,13.0
"Clarence Walk, Stockwell",630,51.47073264,-0.126994068,28,19.0
"Battersea Park Road, Nine Elms",631,51.4795017,-0.141770709,27,76.0
"Sheepcote Lane, Battersea",632,51.47053858,-0.163041605,28,25.0
"Vereker Road, West Kensington",633,51.48959104,-0.209378594,32,52.0
"Brook Green South, Brook Green",634,51.49434708,-0.215804559,33,22.0
"Greyhound Road, Hammersmith",635,51.48606206,-0.214428378,37,74.0
"South Park, Sands End",636,51.46706414,-0.193502076,28,30.0
"Spencer Park, Wandsworth Common",637,51.45787019,-0.174691623,25,27.0
"Falcon Road, Clapham Junction",638,51.46663393,-0.169821175,28,60.0
"Coomer Place, West Kensington",639,51.48357068,-0.202038682,27,33.0
"Silverthorne Road, Battersea",640,51.47286577,-0.148059277,28,34.0
"Archbishop's Park, Waterloo",641,51.49824168,-0.117495865,23,19.0
"Fawcett Close, Battersea",642,51.46916161,-0.174485792,36,24.0
"All Saints' Road, Portobello",643,51.5190427,-0.204764421,22,26.0
"Rainville Road, Hammersmith",644,51.48373225,-0.223852256,36,52.0
"Great Suffolk Street, The Borough",645,51.50173215,-0.100292412,21,23.0
"Buckingham Gate, Westminster",646,51.49886563,-0.137424571,16,136.0
"Richmond Way, Shepherd's Bush",647,51.50035306,-0.217515071,27,63.0
"Peterborough Road, Sands End",648,51.46904022,-0.19627483,30,27.0
"World's End Place, West Chelsea",649,51.48180515,-0.18027465,22,61.0
"St. Mark's Road, North Kensington",650,51.51687069,-0.213872396,21,35.0
"Thorndike Close, West Chelsea",651,51.48089844,-0.183853573,25,35.0
"Evesham Street, Avondale",652,51.51148696,-0.218190203,29,9.0
"Simpson Street, Clapham Junction",653,51.47084722,-0.17070367,25,52.0
"Ashmole Estate, Oval",654,51.48267821,-0.117661574,34,36.0
"Crabtree Lane, Fulham",655,51.48294452,-0.219346128,27,21.0
"Broomhouse Lane, Parsons Green",656,51.46841875,-0.199135704,29,11.0
"Blythe Road West, Shepherd's Bush",657,51.49968,-0.221791551,21,29.0
"Ethelburga Estate, Battersea Park",658,51.47729232,-0.16478637,30,200.0
"Blackfriars Station, St. Paul's",659,51.511934,-0.10307894,35,39.0
"West Kensington Station, West Kensington",660,51.49087074,-0.206029743,22,19.0
"All Saints Church, Portobello",661,51.51632095,-0.202608612,37,41.0
"Phene Street, Chelsea",662,51.48498496,-0.167919869,24,55.0
"Clarendon Road, Avondale",663,51.51323001,-0.211593602,24,19.0
"Austin Road, Battersea Park",664,51.474376,-0.155442787,24,66.0
"Smugglers Way, Wandsworth",665,51.46108367,-0.191722864,22,20.0
"Shepherd's Bush Road North, Shepherd's Bush",667,51.5015946,-0.222293381,34,41.0
"Ravenscourt Park Station, Hammersmith",668,51.49422354,-0.236769936,26,126.0
"Teversham Lane, Stockwell",669,51.47614939,-0.1232585,39,47.0
"Ashley Crescent, Battersea",670,51.46718562,-0.152248582,28,49.0
"Parsons Green Station, Parsons Green",671,51.475089,-0.201968,56,43.0
"Hibbert Street, Battersea",673,51.46517078,-0.18038939,36,40.0
"Carnegie Street, King's Cross",674,51.53546778,-0.11619105,40,24.0
"Usk Road, Clapham Junction",675,51.46348914,-0.182126248,30,23.0
"Hartington Road, Stockwell",676,51.47787084,-0.126874471,35,43.0
"Heath Road, Battersea",677,51.46866929,-0.146544642,27,19.0
"Esmond Street, Putney",678,51.46231278,-0.211468596,30,9.0
"Orbel Street, Battersea",679,51.47453545,-0.170210533,26,33.0
"Westbridge Road, Battersea",680,51.47768469,-0.170329317,28,28.0
"Bishop's Avenue, Fulham",681,51.47303687,-0.214749808,46,49.0
"Crisp Road, Hammersmith",682,51.48810829,-0.22660621,46,109.0
"Dorothy Road, Clapham Junction",683,51.46506424,-0.163750945,28,20.0
"Neville Gill Close, Wandsworth",684,51.45475251,-0.195197203,32,88.0
"Osiers Road, Wandsworth",685,51.46067005,-0.198735357,30,36.0
"Beryl Road, Hammersmith",686,51.48814438,-0.222456468,26,24.0
"Northfields, Wandsworth",688,51.46095151,-0.20066766,28,27.0
"Spanish Road, Clapham Junction",689,51.45922541,-0.180884959,30,22.0
"Stanley Grove, Battersea",690,51.47047503,-0.152130083,24,21.0
"Erin Close, Walham Green",691,51.47946386,-0.195777222,24,46.0
"Cadogan Close, Victoria Park",692,51.54211855,-0.028941601,22,110.0
"Felsham Road, Putney",693,51.464786,-0.215618902,18,43.0
"Putney Rail Station, Putney",694,51.46071722,-0.216526155,20,42.0
"Islington Green, Angel",695,51.53638435,-0.102757578,21,122.0
"Charing Cross Hospital, Hammersmith",696,51.48728535,-0.217995921,21,28.0
"Charlotte Terrace, Angel",697,51.53639219,-0.112721065,25,19.0
"Shoreditch Court, Haggerston",698,51.53908372,-0.070329419,35,26.0
"Belford House, Haggerston",699,51.5366541,-0.07023031,39,17.0
"Battersea Church Road, Battersea",700,51.47696496,-0.174347066,25,37.0
"Vicarage Crescent, Battersea",701,51.47287627,-0.176267008,30,41.0
"Durant Street, Bethnal Green",702,51.52868155,-0.065550321,24,28.0
"St. Bride Street, Holborn",703,51.51505991,-0.10534448,25,12.0
"Mexfield Road, East Putney",704,51.45682071,-0.202802098,18,23.0
"Upper Richmond Road, Putney",705,51.45971528,-0.212145939,25,29.0
"Snowsfields, London Bridge",706,51.50215353,-0.083632928,31,63.0
"Barons Court Station, West Kensington",707,51.49021762,-0.215087092,32,29.0
"Disraeli Road, Putney",708,51.46161068,-0.21614583,33,30.0
"Montserrat Road , Putney",709,51.46321128,-0.215550761,23,12.0
"Albert Bridge Road, Battersea Park",710,51.47439218,-0.163347594,20,104.0
"Everington Street, Fulham",711,51.48335692,-0.216305546,31,29.0
"Mile End Stadium, Mile End",712,51.51854104,-0.034903714,22,48.0
"Hawley Crescent, Camden Town",713,51.54100708,-0.14326094,22,23.0
"Stewart's Road, Wandsworth Road",714,51.47311696,-0.137235175,28,25.0
"Aylward Street, Stepney",715,51.51563007,-0.049067243,22,43.0
"Dunston Road , Haggerston",717,51.53658514,-0.075885686,43,86.0
"Ada Street, Hackney Central",718,51.53571683,-0.060291813,45,44.0
"Victoria Park Road, Hackney Central",719,51.53642464,-0.054162264,34,60.0
"Star Road, West Kensington",720,51.48724429,-0.205279052,23,38.0
"Wendon Street, Old Ford",721,51.53603947,-0.026262677,18,36.0
"Finnis Street, Bethnal Green",722,51.52458353,-0.058631453,19,17.0
"Stephendale Road, Sands End",723,51.46822047,-0.190346493,48,41.0
"Alma Road, Wandsworth",724,51.45799126,-0.184806157,28,16.0
"Walworth Square, Walworth",725,51.491327,-0.096518684,24,89.0
"Alfreda Street, Battersea Park",726,51.47505096,-0.150908371,22,45.0
"Chesilton Road, Fulham",727,51.47569809,-0.20587627,23,39.0
"Putney Bridge Road, East Putney",728,51.46199911,-0.206240805,29,24.0
"St. Peter's Terrace, Fulham",729,51.47893931,-0.208485293,24,66.0
"Bridge Avenue, Hammersmith",730,51.49208492,-0.229116862,18,76.0
"Michael Road, Walham Green",731,51.47727637,-0.189210466,37,20.0
"Duke Street Hill, London Bridge",732,51.50630441,-0.087262995,21,140.0
"Park Lane, Mayfair",733,51.50542628,-0.150817316,18,49.0
"Plough Terrace, Clapham Junction",734,51.46230566,-0.175407201,31,27.0
"Grant Road East, Clapham Junction",735,51.46489445,-0.17302926,28,23.0
"Queensdale Road, Shepherd's Bush",736,51.50659035,-0.216104479,28,34.0
"Fulham Broadway, Walham Green",737,51.47993289,-0.19411695,26,54.0
"Imperial Road, Sands End",738,51.47514228,-0.187278987,37,33.0
"Hortensia Road, West Brompton",739,51.48176572,-0.185273723,28,36.0
"Sirdar Road, Avondale",740,51.51092871,-0.214594781,26,7.0
"Freston Road, Avondale",741,51.5129814,-0.219486603,23,29.0
"Blenheim Crescent, Ladbroke Grove",742,51.51510818,-0.208565479,22,48.0
"Oxford Road, Putney",743,51.46079243,-0.212607684,29,8.0
"Ingrave Street, Clapham Junction",744,51.46745485,-0.172293499,30,31.0
"Upcerne Road, West Chelsea",745,51.47816972,-0.18243547,29,28.0
"Lots Road, West Chelsea",746,51.4795738,-0.17903854,24,17.0
"Ormonde Gate, Chelsea",747,51.48796408,-0.161765173,24,56.0
"Hertford Road, De Beauvoir Town",748,51.53727795,-0.079201849,25,53.0
"Haggerston Road, Haggerston",749,51.53932857,-0.074284675,37,80.0
"Culvert Road, Battersea",750,51.4710956,-0.157850096,27,29.0
"Newton Street, Covent Garden",751,51.51612862,-0.120909408,24,23.0
"London Street, Paddington",752,51.515117,-0.17371276,19,0.0
"Grenfell Road, Avondale",754,51.5129006,-0.214762686,24,20.0
"The Vale, Chelsea",755,51.48512191,-0.174971902,24,32.0
"Prince of Wales Drive, Battersea Park",756,51.47515398,-0.159169801,21,90.0
"Harcourt Terrace, West Brompton",757,51.48795853,-0.187404506,24,75.0
"Westbourne Park Road, Portobello",758,51.51787005,-0.201005397,23,16.0
"Broadley Terrace, Marylebone",759,51.52456169,-0.165668686,18,19.0
"Humbolt Road, Fulham",761,51.48321729,-0.211860644,26,21.0
"Storey's Gate, Westminster",762,51.50070305,-0.129698963,21,179.0
"Mile End Park Leisure Centre, Mile End",763,51.52059714,-0.032566533,47,57.0
"St. John's Road, Clapham Junction",764,51.46239255,-0.16829214,33,29.0
"Ranelagh Gardens, Fulham",765,51.46760141,-0.20682737,39,32.0
"Ram Street, Wandsworth",766,51.45752945,-0.192165613,25,26.0
"Santos Road, Wandsworth",767,51.45705988,-0.200806304,30,8.0
"Clapham Common North Side, Clapham Common",768,51.46134382,-0.159322467,37,51.0
"Sandilands Road, Walham Green",769,51.473611,-0.191803,21,42.0
"Gwendwr Road, West Kensington",770,51.491026,-0.209121,30,35.0
"Rifle Place, Avondale",771,51.509224,-0.216016,21,19.0
"Binfield Road, Stockwell",772,51.47250956,-0.122831913,35,61.0
"Tallis Street, Temple",773,51.511891,-0.107349,24,9.0
"Hurlingham Park, Parsons Green",774,51.470131,-0.20464,20,15.0
"Little Brook Green, Brook Green",775,51.496664,-0.223868,33,15.0
"Abyssinia Close, Clapham Junction",776,51.460333,-0.167029,20,38.0
"Limburg Road, Clapham Junction",777,51.4619230679,-0.165297856693,21,12.0
"Houndsditch, Aldgate",779,51.514449,-0.077178979,28,16.0
"Imperial Wharf Station, Sands End",780,51.474665,-0.18316517,25,73.0
"Victoria & Albert Museum, South Kensington",781,51.495898,-0.173009,30,26.0
"Halford Road, West Kensington",782,51.483911,-0.19760944,24,43.0
"Monier Road, Hackney Wick",783,51.5403115,-0.021630359,27,45.0
"East Village, Queen Elizabeth Olympic Park",784,51.546326,-0.00993526,34,253.0
"Aquatic Centre, Queen Elizabeth Olympic Park",785,51.54094,-0.010510565,64,1819.0
"Lee Valley VeloPark, Queen Elizabeth Olympic Park",786,51.549369,-0.015717614,44,178.0
"Timber Lodge, Queen Elizabeth Olympic Park",787,51.546805,-0.01469126,35,241.0
"Copper Box Arena, Queen Elizabeth Olympic Park",788,51.544909,-0.0205426,31,0.0
"Podium, Queen Elizabeth Olympic Park",789,51.538718,-0.011889482,40,463.0
"Stratford Station, Stratford",790,51.541793,-0.00481,28,91.0
"Blackfriars Road, Southwark",792,51.505461,-0.10454093,42,31.0
"Cromer Street, Bloomsbury",793,51.528279,-0.11955857,28,36.0
"Victoria Rise, Clapham Common",794,51.461376,-0.14780467,23,29.0
"Euston Square Gardens, Euston",795,51.527068,-0.13186102,30,9.0
"Coram Street, Bloomsbury",796,51.524,-0.12640984,29,21.0
"Ossulston Street, Somers Town",797,51.5293,-0.12827903,30,33.0
"Birkenhead Street, King's Cross",798,51.5301998755,-0.122299440803,27,38.0
"Kings Gate House, Westminster",799,51.4976984561,-0.137598896295,24,17.0
"Sopwith Way, Battersea Park",800,51.4811219398,-0.149035374873,30,64.0
"Lavington Street, Bankside",801,51.5052241745,-0.0980318118664,29,39.0
"Albert Square, Stockwell",802,51.4765900593,-0.118256789081,32,45.0
"Southwark Street, Bankside",803,51.5054099403,-0.0983410884509,23,15.0
"Good's Way, King's Cross",804,51.5346677396,-0.125078652873,27,72.0
"The Metropolitan, Portobello",805,51.520509,-0.20080483,18,58.0
"Handyside Street, King's Cross",806,51.5372405623,-0.124807385707,27,42.0
"Bevington Road West, North Kensington",807,51.5212,-0.208888173,24,51.0
"Gauden Road, Clapham",808,51.464995,-0.13090885,28,55.0
"Lincoln's Inn Fields, Holborn",809,51.5162778834,-0.118272991635,28,10.0
"Tate Modern, Bankside",810,51.5067252868,-0.0988072461627,30,69.0
"Westferry Circus, Canary Wharf",811,51.5057030357,-0.0277727426235,36,139.0
"Here East North, Queen Elizabeth Olympic Park",812,51.5487311915,-0.0226065549321,28,54.0
"New Spring Gardens Walk, Vauxhall",813,51.4878074485,-0.122759625866,37,26.0
"Clapham Road, Lingham Street, Stockwell",814,51.4714330677,-0.123670735702,30,18.0
"Lambeth Palace Road, Waterloo",815,51.5000891978,-0.116628700672,35,134.0
"Here East South, Queen Elizabeth Olympic Park",816,51.5465327935,-0.0205975904647,28,46.0
"Riverlight South, Nine Elms",817,51.4813354746,-0.138212295869,26,30.0
"Westminster Pier, Westminster",818,51.501513,-0.12382322,27,329.0
"Belvedere Road 2, South Bank",819,51.50621,-0.114842,38,44.0
"Victory Place, Walworth",820,51.492807,-0.091938,24,24.0
"Battersea Power Station, Battersea Park",821,51.4835074867,-0.147714557371,27,185.0
"Allington Street, Victoria",826,51.496863,-0.1429434,28,85.0
"Cranmer Road, Stockwell",827,51.479601,-0.11147178,24,52.0
"Normandy Road, Stockwell",828,51.473874,-0.11258096,32,38.0
"Wynne Road, Stockwell",829,51.469217,-0.11268674,25,19.0
"Sidney Road, Stockwell",830,51.469202,-0.11902256,27,33.0
"St John's Crescent, Brixton",831,51.466232,-0.11317995,25,27.0
"Ferndale Road, Brixton",832,51.464019,-0.11578197,30,59.0
"Saltoun Road, Brixton",833,51.460232,-0.11537509,42,113.0
"Gas Holders, Battersea Park",834,51.477966,-0.14785703,26,40.0
"Farringdon Street, Holborn",835,51.516785,-0.10494775,25,7.0
"York Way, Kings Cross",836,51.541596,-0.12544145,24,38.0
"Fore Street Avenue, Guildhall",838,51.518093,-0.0914017,25,13.0
"Sea Containers, South Bank",839,51.508033,-0.10682363,30,43.0
"George Row, Bermondsey",840,51.498585,-0.068981764,22,85.0
"Tower Wharf, Bermondsey",841,51.500845,-0.074704305,20,65.0
"Temple Gardens, Temple",842,51.510981,-0.10832249,24,43.0
"Canada Water Station, Rotherhithe",844,51.498439,-0.049150215,35,186.0
"Bermondsey Station, Bermondsey",845,51.497995,-0.063471392,30,78.0
